status,trackerId,server_region,timestamp,server,date_time,state
success,89328463510,Paris;France,1593468950000,ff37:2e54:5ca0:2d77:ec38:9af2:a180:a416,2020-06-29T22:15:50.000Z,Paris
failed,89328463539,Paris;France,1597676806000,7e37:1b8d:19d6:3552:815a:decb:6899:b30b,2020-08-17T15:06:46.000Z,Paris
success,89328463700,Paris;France,1595571333000,973a:c36e:e763:5a27:bcd2:a5e9:d86:ee80,2020-07-24T06:15:33.000Z,Paris
-,89328463761,Paris;France,1599393210000,c04f:5fb8:7a70:b943:48fa:7e58:24c5:982,2020-09-06T11:53:30.000Z,Paris
success,89328463800,Paris;France,1593166601000,f5bb:b7b6:3001:a81b:d0a6:db2:f717:db94,2020-06-26T10:16:41.000Z,Paris
success,89328463840,Paris;France,1597444731000,deef:2d77:b384:32d3:e416:bffc:2fdb:2bb4,2020-08-14T22:38:51.000Z,Paris
success,89328464037,Paris;France,1586587237000,93ee:650e:6bd:764:d23c:23ef:df00:5ea7,2020-04-11T06:40:37.000Z,Paris
success,89328464103,Paris;France,1585784337000,57a7:eebd:61d1:4250:7c2:3638:db4c:5eac,2020-04-01T23:38:57.000Z,Paris
failed,89328464168,Paris;France,1601265398000,a0df:5703:d40d:6995:c981:3b32:673f:e916,2020-09-28T03:56:38.000Z,Paris
success,89328464170,Paris;France,1590396591000,9a1d:9ebf:9b9f:f2c0:3e6c:fd23:d3fd:ee8b,2020-05-25T08:49:51.000Z,Paris
-,89328464211,Paris;France,1587383905000,adc:9bd0:b6f9:b08f:7c25:2ffd:e9a9:487b,2020-04-20T11:58:25.000Z,Paris
success,89328464319,Paris;France,1587961796000,8989:b392:1360:f633:6d0f:ed7b:6704:a932,2020-04-27T04:29:56.000Z,Paris
success,89328464320,Paris;France,1602026537000,279f:32e7:3101:ee0d:7fe9:820a:cd5b:a28d,2020-10-06T23:22:17.000Z,Paris
success,89328464339,Paris;France,1597732231000,4c4c:6014:d4b8:941d:67bf:9054:7a01:f7b5,2020-08-18T06:30:31.000Z,Paris
success,89328464395,Paris;France,1602403592000,7f1a:40c0:17c1:de1:2d68:1041:3dde:b664,2020-10-11T08:06:32.000Z,Paris
