status,trackerId,server_region,timestamp,server,date_time,state
success,89328463741,Ontario;Canada,1596779991000,dccf:543:a165:52a9:cdcb:b4ea:a1ab:da19,2020-08-07T05:59:51.000Z,Ontario
success,89328463874,Ontario;Canada,1602542422000,ef00:3004:e171:9bcd:b7cd:e39c:e23e:c1c3,2020-10-12T22:40:22.000Z,Ontario
success,89328463976,Ontario;Canada,1586959922000,670b:ba52:4381:57d7:71bb:b847:1435:ebf6,2020-04-15T14:12:02.000Z,Ontario
success,89328463985,Ontario;Canada,1606396771000,fbef:7526:9fb1:4369:f8ed:7e73:860d:a22f,2020-11-26T13:19:31.000Z,Ontario
success,89328464058,Ontario;Canada,1595312210000,501d:3d8e:b1d0:f57d:e575:951f:39c:5d5e,2020-07-21T06:16:50.000Z,Ontario
-,89328464198,Ontario;Canada,1595040050000,88e3:89c2:c850:c7dd:7ea0:6e04:12be:d543,2020-07-18T02:40:50.000Z,Ontario
success,89328464282,Ontario;Canada,1590884013000,14d5:235b:c43a:1e61:361:e7e9:6778:d205,2020-05-31T00:13:33.000Z,Ontario
success,89328464334,Ontario;Canada,1591388404000,8853:cb98:2ff4:9971:b1ba:72c9:6092:5398,2020-06-05T20:20:04.000Z,Ontario
success,89328464403,Ontario;Canada,1602404841000,9802:31ad:94c8:dea0:9f5e:dcec:1bba:d7fc,2020-10-11T08:27:21.000Z,Ontario
success,89328464464,Ontario;Canada,1601439545000,ef11:64df:c0f6:72a5:ed87:36c4:137a:9e47,2020-09-30T04:19:05.000Z,Ontario
