status,trackerId,server_region,timestamp,server,date_time,state
success,89328463618,Tokyo;Japan,1606647015000,1c9c:7f5f:74d:e206:8071:6b29:3e97:5ced,2020-11-29T10:50:15.000Z,Tokyo
-,89328463687,Tokyo;Japan,1587084245000,65b9:a968:3915:946d:1874:f86e:e7f6:1b00,2020-04-17T00:44:05.000Z,Tokyo
success,89328463707,Tokyo;Japan,1587696903000,ddc6:1778:9c39:306f:1fa0:31dc:e2b1:920d,2020-04-24T02:55:03.000Z,Tokyo
success,89328463720,Tokyo;Japan,1593311543000,5b93:8e26:88c8:8c0f:213e:3cd1:6f48:a0c2,2020-06-28T02:32:23.000Z,Tokyo
success,89328464009,Tokyo;Japan,1601581095000,e112:3d26:712c:a929:e43d:5844:4ab4:6dc7,2020-10-01T19:38:15.000Z,Tokyo
success,89328464026,Tokyo;Japan,1608103135000,fbd4:ca67:e8bf:5ba2:23d4:57c:aea0:33e7,2020-12-16T07:18:55.000Z,Tokyo
success,89328464082,Tokyo;Japan,1598890178000,6463:aa3d:669d:3e69:618:6995:cabf:78aa,2020-08-31T16:09:38.000Z,Tokyo
success,89328464086,Tokyo;Japan,1592742905000,5eaf:9fc8:9f0:40d9:435b:86db:16e4:1923,2020-06-21T12:35:05.000Z,Tokyo
failed,89328464113,Tokyo;Japan,1603866504000,96e2:d435:8996:fdf5:b867:61d:5612:1004,2020-10-28T06:28:24.000Z,Tokyo
-,89328464162,Tokyo;Japan,1595945556000,2a51:2041:a934:6950:2cad:a11a:9750:1e28,2020-07-28T14:12:36.000Z,Tokyo
failed,89328464254,Tokyo;Japan,1599337769000,5ef5:10cc:3fef:acbf:57f3:c9c0:3af6:2cce,2020-09-05T20:29:29.000Z,Tokyo
success,89328464318,Tokyo;Japan,1586308677000,40c9:fc22:d7d4:a6b3:3e6a:fc:dacc:442,2020-04-08T01:17:57.000Z,Tokyo
success,89328464452,Tokyo;Japan,1600504243000,fd1d:9ceb:b93d:217d:f1a3:621:d944:640b,2020-09-19T08:30:43.000Z,Tokyo
