status,trackerId,server_region,timestamp,server,date_time,state
success,89328463516,Florida;USA,1604324366000,af81:5a83:f68f:14f7:36ea:e98:b9d7:b7d6,2020-11-02T13:39:26.000Z,Florida
success,89328463520,Texas;USA,1586712320000,7b62:dbba:b416:9c89:fc1f:107:18d:1364,2020-04-12T17:25:20.000Z,Texas
success,89328463573,New York;USA,1597549971000,3a7:5c6f:a477:2b76:2d06:77e9:5892:10d3,2020-08-16T03:52:51.000Z,New York
failed,89328463583,New York;USA,1587913724000,bfcb:95ea:609c:ed04:a3f4:da3b:1382:a0cf,2020-04-26T15:08:44.000Z,New York
success,89328463594,Texas;USA,1589618974000,3235:8ff9:67ba:515b:2990:fb6c:b6f1:d139,2020-05-16T08:49:34.000Z,Texas
failed,89328463610,New York;USA,1598381857000,6185:52be:4c86:deb2:cc1:54aa:8881:eb4,2020-08-25T18:57:37.000Z,New York
success,89328463621,New York;USA,1604568203000,aa88:829:a08f:84a9:87c0:8bcb:d71:dca1,2020-11-05T09:23:23.000Z,New York
failed,89328463678,Florida;USA,1595177878000,d021:a800:4cbd:f031:8408:159:f047:c929,2020-07-19T16:57:58.000Z,Florida
success,89328463681,Florida;USA,1602134906000,6d90:a802:6eac:17a7:2a4a:a0b9:1770:6ba2,2020-10-08T05:28:26.000Z,Florida
success,89328463746,New York;USA,1595707232000,8652:e7b8:f917:ef92:2fa5:6622:589d:806d,2020-07-25T20:00:32.000Z,New York
-,89328463747,California;USA,1590907133000,11ab:54e:eca0:df68:e88:30a0:5eef:e421,2020-05-31T06:38:53.000Z,California
success,89328463763,New York;USA,1589848225000,707e:5af2:fdcf:1ff0:80db:11f:356c:ec9c,2020-05-19T00:30:25.000Z,New York
success,89328463765,New York;USA,1602055861000,e7aa:9eac:29c:e2cf:6097:3c0e:e67a:e7c6,2020-10-07T07:31:01.000Z,New York
-,89328463806,New York;USA,1597621841000,aa68:29fb:b2a4:b2ea:2176:2e4d:db3a:a277,2020-08-16T23:50:41.000Z,New York
-,89328463854,Florida;USA,1593366884000,c0ae:d18:aa6b:2f47:5a14:7ec7:cdeb:536e,2020-06-28T17:54:44.000Z,Florida
success,89328463860,Florida;USA,1602530570000,64ec:c9ec:2f7a:2870:cd25:4edb:7fe6:bd2,2020-10-12T19:22:50.000Z,Florida
-,89328463880,New York;USA,1586483812000,36e6:e173:b047:77c4:f52f:eca3:f441:3363,2020-04-10T01:56:52.000Z,New York
-,89328463882,New York;USA,1597712878000,381a:cb00:a8de:5302:889d:df50:d41e:a0a9,2020-08-18T01:07:58.000Z,New York
success,89328463902,California;USA,1605118638000,6ef8:2699:bde8:24b5:4693:f54:f667:1015,2020-11-11T18:17:18.000Z,California
-,89328463912,Texas;USA,1600747618000,73c8:7d71:6011:277a:fe63:9660:f5f8:1b63,2020-09-22T04:06:58.000Z,Texas
success,89328463947,California;USA,1592115739000,74a5:be10:8eaf:59d9:43d3:4d05:8568:faac,2020-06-14T06:22:19.000Z,California
success,89328463974,New York;USA,1595773271000,10d:6bdd:a827:95b8:12ab:7d7b:4c8c:eb17,2020-07-26T14:21:11.000Z,New York
success,89328463990,Texas;USA,1605274021000,82e8:fd7:eecc:469a:2bfd:5d2:2b77:55ec,2020-11-13T13:27:01.000Z,Texas
failed,89328463992,California;USA,1593455961000,b221:3f6f:bc9f:6f02:9069:9589:8201:1229,2020-06-29T18:39:21.000Z,California
success,89328464008,California;USA,1593035087000,37b8:692c:289d:b6b5:b597:c530:d909:26cd,2020-06-24T21:44:47.000Z,California
success,89328464015,California;USA,1593457610000,e57e:4a87:9411:a535:9171:820f:9809:f698,2020-06-29T19:06:50.000Z,California
success,89328464028,Texas;USA,1602576594000,d13b:e940:8c2c:165a:1427:4f07:8020:dbca,2020-10-13T08:09:54.000Z,Texas
-,89328464033,New York;USA,1601962262000,a372:367d:9f29:b949:b206:451c:98c:7fd,2020-10-06T05:31:02.000Z,New York
success,89328464072,California;USA,1588779275000,94b:86b3:9017:7d0f:f758:53a2:6473:a4ed,2020-05-06T15:34:35.000Z,California
success,89328464074,Florida;USA,1604013208000,b4e7:a3d5:b77:71cb:7080:d6d:5cd3:cad6,2020-10-29T23:13:28.000Z,Florida
success,89328464088,Texas;USA,1591645385000,1fd9:1c6:4e2f:23b2:d776:f210:f6be:5fa6,2020-06-08T19:43:05.000Z,Texas
success,89328464177,New York;USA,1605385331000,844d:970f:450b:69d0:5fa8:3941:1a76:b9f8,2020-11-14T20:22:11.000Z,New York
success,89328464183,New York;USA,1587860126000,ff7b:aee4:cdfe:2b44:f408:a9eb:a980:833a,2020-04-26T00:15:26.000Z,New York
success,89328464275,Florida;USA,1599129295000,1f1c:2eef:2c40:b233:5212:a9fc:b9bb:ed6,2020-09-03T10:34:55.000Z,Florida
success,89328464292,Florida;USA,1601086796000,ea0f:bc0b:4cbf:52d8:6714:bc1f:f96d:deff,2020-09-26T02:19:56.000Z,Florida
success,89328464341,Texas;USA,1596872813000,f917:bedd:6ee6:5270:6743:ce6c:404b:de97,2020-08-08T07:46:53.000Z,Texas
success,89328464343,Texas;USA,1587047193000,9490:1de2:bdea:f402:5e14:600e:3aaf:eab2,2020-04-16T14:26:33.000Z,Texas
success,89328464394,California;USA,1587154487000,cafd:fe5f:5b77:c848:c4c7:c3db:e05a:76e4,2020-04-17T20:14:47.000Z,California
success,89328464466,California;USA,1591873804000,859d:2664:998d:eefb:b15d:8e32:9def:35a4,2020-06-11T11:10:04.000Z,California
