status,trackerId,server_region,timestamp,server,date_time,state
success,89328463492,Paris;France,1600093768000,1480:2795:2b3a:428e:1023:fa04:586c:90b1,2020-09-14T14:29:28.000Z,Paris
success,89328463660,Paris;France,1588723568000,b1f1:952:3fc0:5c18:8c09:a9d5:c50e:4c5a,2020-05-06T00:06:08.000Z,Paris
success,89328463677,Paris;France,1592790527000,525c:b14f:12e2:18e0:633a:795:aff3:a5dd,2020-06-22T01:48:47.000Z,Paris
success,89328463779,Paris;France,1592001619000,b8db:c481:befa:6efc:acb4:421f:af64:ff0,2020-06-12T22:40:19.000Z,Paris
success,89328463816,Paris;France,1596309573000,7817:e17e:ae56:bf78:564b:cc45:5739:885f,2020-08-01T19:19:33.000Z,Paris
success,89328463824,Paris;France,1599341717000,1fec:d7c6:75dc:5fde:d03:3b72:41ac:2913,2020-09-05T21:35:17.000Z,Paris
success,89328463887,Paris;France,1602290190000,fcb7:4ade:d24c:ba95:de65:9b4c:88fc:aa44,2020-10-10T00:36:30.000Z,Paris
success,89328463896,Paris;France,1597579229000,d75:6c31:b33c:ceda:d518:f880:9651:b521,2020-08-16T12:00:29.000Z,Paris
failed,89328463907,Paris;France,1595837302000,43ea:deaf:e971:f3a8:e413:c215:c2ca:3782,2020-07-27T08:08:22.000Z,Paris
-,89328463975,Paris;France,1589085280000,c346:c439:e2cc:ce15:1136:a8c3:5c38:6aba,2020-05-10T04:34:40.000Z,Paris
success,89328463979,Paris;France,1605572903000,9be0:8663:5c0f:6e1:c2b3:9bbe:abb2:7acf,2020-11-17T00:28:23.000Z,Paris
failed,89328464032,Paris;France,1596518626000,cbf3:4bc:6b6f:f877:e4d7:88dc:28c5:ec68,2020-08-04T05:23:46.000Z,Paris
success,89328464065,Paris;France,1600881555000,78b9:c130:571d:4b03:bfba:3d2a:37f1:9883,2020-09-23T17:19:15.000Z,Paris
success,89328464067,Paris;France,1605844629000,e6b0:6bca:223d:36ef:3a15:63b7:b75c:51c5,2020-11-20T03:57:09.000Z,Paris
-,89328464119,Paris;France,1604859672000,45b:6585:3565:3a10:901e:6018:4cd5:2ee9,2020-11-08T18:21:12.000Z,Paris
failed,89328464187,Paris;France,1600057740000,50bd:64a4:20c:a116:ef44:ecef:4895:19db,2020-09-14T04:29:00.000Z,Paris
success,89328464246,Paris;France,1585887865000,2f4d:6997:513c:13f6:33c6:3635:2e65:a071,2020-04-03T04:24:25.000Z,Paris
-,89328464310,Paris;France,1604206214000,63f8:a2bf:453a:e613:f0ad:29d1:7be4:ce3d,2020-11-01T04:50:14.000Z,Paris
failed,89328464360,Paris;France,1603844180000,167d:f68c:6e3d:b03c:858:122:ef9:3b5d,2020-10-28T00:16:20.000Z,Paris
failed,89328464392,Paris;France,1604318473000,5aa9:d18f:9c65:752c:3050:b53:f34a:c915,2020-11-02T12:01:13.000Z,Paris
success,89328464444,Paris;France,1593897329000,9599:42f0:909c:6e61:7547:9f84:f994:ce9b,2020-07-04T21:15:29.000Z,Paris
